order,id,date,time,title,url,visitCount,typedCount,transition
3017,79351,6/26/2026,14:14:04,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3018,79351,6/26/2026,14:11:35,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3019,79351,6/26/2026,14:09:48,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3020,79351,6/26/2026,14:09:46,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3021,79351,6/26/2026,14:09:45,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3022,79351,6/26/2026,14:09:44,"BridgeWise - Calendar - 5 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/6/22?pli=1,15,0,link
3023,79520,6/26/2026,14:09:42,"BridgeWise - Calendar - 3 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/3/d/2026/6/22?pli=1,1,0,link
3024,644,6/26/2026,14:09:37,"BridgeWise - Calendar - 5 days, starting Monday, July 13, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d?pli=1,166,0,auto_bookmark
3025,79519,6/26/2026,3:03:31,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=concentration%20dimension&op=translate,1,0,link
3026,1463,6/26/2026,3:03:31,Google Translate,https://translate.google.com/?sl=en&tl=ru&op=translate,34,0,link
3027,801,6/26/2026,3:03:31,Google Translate,https://translate.google.com/,72,1,auto_bookmark
3028,79518,6/26/2026,2:43:13,Session error,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/01b60214-2d21-4fcb-b29a-4f4c5f54dbda,2,0,link
3029,79518,6/26/2026,2:43:13,Session error,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/01b60214-2d21-4fcb-b29a-4f4c5f54dbda,2,0,link
3030,4075,6/26/2026,2:43:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3031,4075,6/26/2026,2:43:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3032,79517,6/26/2026,2:40:54,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/1653a61c-e45b-4a99-9453-7e623a00d48c,2,0,link
3033,79517,6/26/2026,2:40:54,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/1653a61c-e45b-4a99-9453-7e623a00d48c,2,0,link
3034,4075,6/26/2026,2:40:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3035,4075,6/26/2026,2:40:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3036,79516,6/26/2026,2:40:42,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/219b4bc4-672b-422c-8744-1bcf2f2868ae,2,0,link
3037,79516,6/26/2026,2:40:42,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/219b4bc4-672b-422c-8744-1bcf2f2868ae,2,0,link
3038,4075,6/26/2026,2:40:41,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3039,4075,6/26/2026,2:40:41,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3040,79476,6/26/2026,2:40:29,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
3041,79476,6/26/2026,2:40:29,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
3042,79515,6/26/2026,2:35:24,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=classify%20market_cap_band&op=translate,1,0,link
3043,79514,6/26/2026,2:35:22,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=_classify_market_cap_band&op=translate,1,0,link
3044,79513,6/26/2026,2:35:22,Google Translate,https://translate.google.com/?sl=ru&tl=en&text=_classify_market_cap_band&op=translate,1,0,link
3045,1183,6/26/2026,2:35:22,Google Translate,https://translate.google.com/?sl=ru&tl=en&op=translate,29,0,link
3046,801,6/26/2026,2:35:21,Google Translate,https://translate.google.com/,72,1,auto_bookmark
3047,79512,6/26/2026,1:43:55,Meet - sku-xbpe-wyu,https://meet.google.com/sku-xbpe-wyu?pli=1,1,0,auto_toplevel
3048,79511,6/26/2026,1:32:04,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/4668d23c-27ea-4b67-b52b-d1e77ce73452,20,0,link
3049,79511,6/26/2026,1:32:04,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/4668d23c-27ea-4b67-b52b-d1e77ce73452,20,0,link
3050,4075,6/26/2026,1:32:04,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3051,4075,6/26/2026,1:32:04,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3052,79385,6/26/2026,1:31:24,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,link
3053,4075,6/26/2026,1:31:23,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3054,4069,6/26/2026,1:31:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2,126,0,link
3055,64796,6/26/2026,1:31:15,Console Home | Console Home | eu-west-2,https://eu-west-2.console.aws.amazon.com/console/home?region=eu-west-2#,150,0,link
3056,65381,6/26/2026,1:31:13,AWS access portal,https://d-9c677e465f.awsapps.com/start/#/console?account_id=306646034796&role_name=Infra_Team_Dev_Stage_Accounts&referrer=accessPortal,91,0,link
3057,64697,6/26/2026,1:31:10,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,link
3058,79499,6/26/2026,1:30:54,Amazon Web Services,https://eu-west-2.signin.aws/platform/d-9c677e465f/login?workflowStateHandle=4a34b396-0634-4a35-8cf0-3f8eb111813a,3,0,link
3059,64697,6/26/2026,1:30:53,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,auto_bookmark
3060,64697,6/26/2026,1:30:52,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,reload
3061,79498,6/26/2026,1:30:48,Session Expired,https://eu-west-2.signin.aws.amazon.com/oauth?client_id=arn%3Aaws%3Asignin%3A%3A%3Aconsole%2Faws751&code_challenge=4NIfs9sN_5JOYyByWeL-Ag8BewLI_oe0XHmKZ0wakcA&code_challenge_method=SHA-256&response_type=code&redirect_uri=https%3A%2F%2Feu-west-2.console.aws.amazon.com%2Fathena%2Fhome%3Fca-oauth-flow-id%3Db9a0%26hashArgs%3D%2523%252Fquery-editor%252Fhistory%252F2a326ff8-5694-49a6-aa5f-1ec5386441bb%26isauthcode%3Dtrue%26oauthStart%3D1782426648322%26region%3Deu-west-2%26state%3DhashArgsFromTB_eu-west-2_7636f74896229933,1,0,link
3062,79385,6/26/2026,1:30:48,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,reload
3063,79385,6/26/2026,1:30:45,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,link
3064,79385,6/26/2026,1:30:44,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,link
3065,79496,6/25/2026,17:05:24,Google Gemini,https://gemini.google.com/app/2b12dae39e642143,4,0,link
3066,58738,6/25/2026,17:04:06,Google Gemini,https://gemini.google.com/app,184,0,link
3067,79495,6/25/2026,17:03:57,свидании - Google Search,https://www.google.com/search?q=%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B8&oq=%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B8&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgTGIAEMgoIAhAAGAUYExgeMgoIAxAAGAUYExge0gEHMzk0ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,1,0,generated
3068,79494,6/25/2026,16:55:02,Dataclass Best Practices in Python - Google Gemini,https://gemini.google.com/app/a279583b7a780437,2,0,link
3069,58738,6/25/2026,16:54:50,Google Gemini,https://gemini.google.com/app,184,0,link
3070,58469,6/25/2026,16:54:48,Google Gemini,https://gemini.google.com/app/542ec1c4dbdbd50b,117,100,typed
3071,79365,6/25/2026,16:52:59,Fund Peers Primary Benchmark List Api – Django REST framework,https://config-server.dev-bridgewise.com/api/peers/fund-peers-primary-benchmark,3,3,typed
3072,79364,6/25/2026,16:49:57,Peers Concentration Threshold List Api – Django REST framework,https://config-server.dev-bridgewise.com/api/peers/concentration-threshold,2,2,typed
3073,79334,6/25/2026,16:25:54,Peers Conditions Matrix List Api – Django REST framework,https://config-server.dev-bridgewise.com/api/peers/conditions-matrix,13,11,typed
3074,78497,6/25/2026,15:13:57,PySpark fund peers data calculation analysis - Claude,https://claude.ai/chat/7e26c14c-fdfe-4207-8e68-c0c0f958f522,35,6,typed
3075,78497,6/25/2026,15:12:21,PySpark fund peers data calculation analysis - Claude,https://claude.ai/chat/7e26c14c-fdfe-4207-8e68-c0c0f958f522,35,6,reload
3076,79490,6/25/2026,15:06:16,2500 / 60 - Google Search,https://www.google.com/search?q=2500+%2F+60&oq=2500+%2F+60&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQBhhAMgYIAhAGGEDSAQgyNTQ2ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,1,0,generated
3077,79489,6/25/2026,15:02:13,Google Translate,https://translate.google.com/?sl=ru&tl=en&text=%D0%BE%D1%82%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%BE%D0%B2%D0%B0%D0%BB&op=translate,1,0,link
3078,79488,6/25/2026,15:02:12,Google Translate,https://translate.google.com/?sl=ru&tl=en&text=%D0%BE%D1%82%D0%BF%D1%80%D0%B0&op=translate,1,0,link
3079,79487,6/25/2026,15:02:11,Google Translate,https://translate.google.com/?sl=ru&tl=en&text=%D0%BE&op=translate,1,0,link
3080,1183,6/25/2026,15:02:11,Google Translate,https://translate.google.com/?sl=ru&tl=en&op=translate,29,0,link
3081,1463,6/25/2026,15:02:10,Google Translate,https://translate.google.com/?sl=en&tl=ru&op=translate,34,0,link
3082,801,6/25/2026,15:02:09,Google Translate,https://translate.google.com/,72,1,auto_bookmark
3083,63822,6/25/2026,14:59:21,Meet - Daily,https://meet.google.com/rtw-vfzz-pgc?authuser=0,50,0,link
3084,79485,6/25/2026,14:59:18,Meet - Daily,https://meet.google.com/rtw-vfzz-pgc?authuser=0&hs=122&ijlm=1782388758583,1,0,link
3085,79220,6/25/2026,14:59:17,"BridgeWise - Calendar - 6 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/6/d/2026/6/22?pli=1,4,0,link
3086,79220,6/25/2026,14:59:15,"BridgeWise - Calendar - 6 days, starting Monday, June 22, 2026",https://calendar.google.com/calendar/u/0/r/custom/6/d/2026/6/22?pli=1,4,0,link
3087,65285,6/25/2026,14:59:12,"BridgeWise - Calendar - 6 days, starting Monday, February 23, 2026",https://calendar.google.com/calendar/u/0/r/custom/6/d/2026/2/23?pli=1,10,10,typed
3088,68175,6/25/2026,14:56:20,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2,41,0,link
3089,79482,6/25/2026,14:38:58,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=meanwhile&op=translate,1,0,link
3090,79481,6/25/2026,14:38:57,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=mean&op=translate,1,0,link
3091,79480,6/25/2026,14:38:56,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=m&op=translate,1,0,link
3092,1463,6/25/2026,14:38:55,Google Translate,https://translate.google.com/?sl=en&tl=ru&op=translate,34,0,link
3093,801,6/25/2026,14:38:54,Google Translate,https://translate.google.com/,72,1,auto_bookmark
3094,79479,6/25/2026,14:38:37,1000 / 60 - Google Search,https://www.google.com/search?q=1000+%2F+60&oq=1000+%2F+60&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQBhhA0gEIMTkzM2owajeoAgCwAgA&sourceid=chrome&ie=UTF-8,1,0,generated
3095,79476,6/25/2026,14:16:11,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
3096,79476,6/25/2026,14:16:11,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
3097,4075,6/25/2026,14:16:11,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3098,4075,6/25/2026,14:16:11,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3099,79475,6/25/2026,14:15:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/e2764239-682a-4a16-9978-0eafd617edab,2,0,link
3100,79475,6/25/2026,14:15:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/e2764239-682a-4a16-9978-0eafd617edab,2,0,link
3101,4075,6/25/2026,14:15:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3102,4075,6/25/2026,14:15:09,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3103,79474,6/25/2026,14:14:57,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/09a9aed5-c304-406e-b0ec-0b90201a0e65,2,0,link
3104,79474,6/25/2026,14:14:57,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/09a9aed5-c304-406e-b0ec-0b90201a0e65,2,0,link
3105,4075,6/25/2026,14:14:30,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3106,4075,6/25/2026,14:14:30,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3107,79473,6/25/2026,14:13:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/0e9475db-246c-435f-9bf5-2fdae0669133,2,0,link
3108,79473,6/25/2026,14:13:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/0e9475db-246c-435f-9bf5-2fdae0669133,2,0,link
3109,4075,6/25/2026,14:13:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3110,4075,6/25/2026,14:13:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3111,79472,6/25/2026,14:13:28,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3c1c2f7c-b7c4-4280-860f-e2657eea196b,2,0,link
3112,79472,6/25/2026,14:13:28,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3c1c2f7c-b7c4-4280-860f-e2657eea196b,2,0,link
3113,79392,6/25/2026,14:13:27,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/649de008-4609-4656-a212-5613fff36c61,6,0,link
3114,79392,6/25/2026,14:13:27,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/649de008-4609-4656-a212-5613fff36c61,6,0,link
3115,4075,6/25/2026,14:13:26,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3116,4075,6/25/2026,14:13:26,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3117,79392,6/25/2026,14:13:23,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/649de008-4609-4656-a212-5613fff36c61,6,0,link
3118,79392,6/25/2026,14:13:23,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/649de008-4609-4656-a212-5613fff36c61,6,0,link
3119,79385,6/25/2026,14:13:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,link
3120,79385,6/25/2026,14:13:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2a326ff8-5694-49a6-aa5f-1ec5386441bb,13,0,link
3121,79389,6/25/2026,14:13:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/e3c7d875-db92-4d0b-b2e4-fe9a4b6c3ffc,10,0,link
3122,79389,6/25/2026,14:13:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/e3c7d875-db92-4d0b-b2e4-fe9a4b6c3ffc,10,0,link
3123,79470,6/25/2026,14:10:32,Page not found – Claude,https://claude.ai/code/artifact/9ea55308-dae8-4c9c-b99b-0c1ec0d6cc6f,1,0,auto_toplevel
3124,79468,6/25/2026,13:54:50,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2&prefix=market_data/&showversions=false,1,0,link
3125,68175,6/25/2026,13:54:42,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2,41,0,link
3126,77544,6/25/2026,13:53:19,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2&prefix=fund_total_score/&showversions=false,2,0,link
3127,68175,6/25/2026,13:53:13,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2,41,0,link
3128,73486,6/25/2026,13:52:46,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2&prefix=company_data/&showversions=false,4,0,link
3129,68176,6/25/2026,13:52:39,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2&tab=objects,29,0,link
3130,68175,6/25/2026,13:52:38,dev-de-pipelines-silver - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-silver?region=eu-west-2,41,0,link
3131,66041,6/25/2026,13:52:35,S3 buckets | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets?region=eu-west-2,40,0,link
3132,62896,6/25/2026,13:52:29,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?region=eu-west-2,61,0,link
3133,79467,6/25/2026,13:52:29,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?prefix=dev-de-pipelines-calculate-static-info-fmp%2F&region=eu-west-2&tab=objects,1,0,link
3134,79464,6/25/2026,13:42:59,dev-de-pipelines-calculate-static-info-fmp/3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5/ta_lib-0.6.7-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.whl - Object in S3 bucket dev-de-pipelines-glue-script | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/object/dev-de-pipelines-glue-script?region=eu-west-2&prefix=dev-de-pipelines-calculate-static-info-fmp/3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5/ta_lib-0.6.7-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,1,0,link
3135,79463,6/25/2026,13:42:58,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?prefix=dev-de-pipelines-calculate-static-info-fmp%2F3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5%2F&region=eu-west-2&tab=objects,1,0,link
3136,79461,6/25/2026,13:42:40,dev-de-pipelines-calculate-static-info-fmp/3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5/de_bridge_wise-0.0.1-py3-none-any.whl - Object in S3 bucket dev-de-pipelines-glue-script | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/object/dev-de-pipelines-glue-script?region=eu-west-2&prefix=dev-de-pipelines-calculate-static-info-fmp/3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5/de_bridge_wise-0.0.1-py3-none-any.whl,1,0,link
3137,79460,6/25/2026,13:42:39,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?region=eu-west-2&prefix=dev-de-pipelines-calculate-static-info-fmp/3388fc6ea8f3bb98a80bbf2c7f90538bd38c1fc5/&showversions=false,1,0,link
3138,79459,6/25/2026,13:42:38,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?region=eu-west-2&prefix=dev-de-pipelines-calculate-static-info-fmp/&showversions=false,1,0,link
3139,62897,6/25/2026,13:42:33,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?region=eu-west-2&tab=objects,51,0,link
3140,62896,6/25/2026,13:42:33,dev-de-pipelines-glue-script - S3 bucket | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/buckets/dev-de-pipelines-glue-script?region=eu-west-2,61,0,link
3141,10329,6/25/2026,13:42:23,S3 buckets | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/home?region=eu-west-2#,63,0,link
3142,10325,6/25/2026,13:42:22,S3 buckets | S3 | eu-west-2,https://eu-west-2.console.aws.amazon.com/s3/home?region=eu-west-2,62,0,link
3143,67483,6/25/2026,13:41:14,Notebook - Editor - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/editor/job/Serhii%20Notebook/notebook,30,0,link
3144,6359,6/25/2026,13:37:35,Jobs - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/jobs?selectedInterface=notebook,48,0,link
3145,6359,6/25/2026,13:37:34,Jobs - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/jobs?selectedInterface=notebook,48,0,link
3146,523,6/25/2026,13:36:46,Getting Started - AWS Glue Console,https://eu-west-2.console.aws.amazon.com/glue/home?region=eu-west-2#/v2/getting-started,87,0,link
3147,518,6/25/2026,13:36:42,Getting Started - AWS Glue Console,https://eu-west-2.console.aws.amazon.com/glue/home?region=eu-west-2,86,0,link
3148,79448,6/25/2026,13:23:03,Google Translate,https://translate.google.com/?sl=en&tl=ru&text=Use%20caution%20before%20running%20this%20prompt.%20Malicious%20conversation%20content%20could%20trick%20Claude%20into%20attempting%20harmful%20actions%20or%20sharing%20your%20data.&op=translate,1,0,link
3149,1463,6/25/2026,13:23:03,Google Translate,https://translate.google.com/?sl=en&tl=ru&op=translate,34,0,link
3150,801,6/25/2026,13:23:02,Google Translate,https://translate.google.com/,72,1,auto_bookmark
3151,78497,6/25/2026,13:22:46,PySpark fund peers data calculation analysis - Claude,https://claude.ai/chat/7e26c14c-fdfe-4207-8e68-c0c0f958f522,35,6,reload
3152,79447,6/25/2026,13:21:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/fbb98b17-5e30-4c77-8d57-e7e0aa81ce91,9,0,link
3153,79447,6/25/2026,13:21:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/fbb98b17-5e30-4c77-8d57-e7e0aa81ce91,9,0,link
3154,4075,6/25/2026,13:21:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3155,4075,6/25/2026,13:21:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
3156,79446,6/25/2026,13:20:34,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/eb5168a3-d213-4179-9c7b-a7ed2197e6e4,2,0,link
3157,79446,6/25/2026,13:20:34,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/eb5168a3-d213-4179-9c7b-a7ed2197e6e4,2,0,link
3158,4075,6/25/2026,13:20:34,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
